,Run,Domain info,QL
0,20,0_1,5.99914288520813
1,20,0_2,6.415953874588013
2,20,0_3,6.270240545272827
3,20,0_4,6.3951990604400635
4,21,0_1,5.724047899246216
5,21,0_2,6.204860687255859
6,21,0_3,10.720870733261108
7,21,0_4,10.398263692855835
8,22,0_1,5.76807165145874
9,22,0_2,5.412060976028442
10,22,0_3,5.488856315612793
11,22,0_4,5.950683116912842
12,23,0_1,5.151046991348267
13,23,0_2,5.823024034500122
14,23,0_3,5.513630390167236
15,23,0_4,6.210480213165283
16,24,0_1,4.70824933052063
17,24,0_2,4.805266857147217
18,24,0_3,5.111992359161377
19,24,0_4,5.256474733352661
20,25,0_1,4.638204574584961
21,25,0_2,5.029193162918091
22,25,0_3,5.1916913986206055
23,25,0_4,5.470785856246948
24,26,0_1,4.692582130432129
25,26,0_2,4.513823986053467
26,26,0_3,5.2776923179626465
27,26,0_4,5.089542388916016
28,27,0_1,4.59752631187439
29,27,0_2,5.020332098007202
30,27,0_3,5.324413299560547
31,27,0_4,5.589453220367432
32,28,0_1,4.858609437942505
33,28,0_2,4.964849948883057
34,28,0_3,4.913151979446411
35,28,0_4,5.054591178894043
36,29,0_1,4.354127645492554
37,29,0_2,4.555363893508911
38,29,0_3,4.8495261669158936
39,29,0_4,5.667601823806763
