,Run,Domain info,QL
0,20,SFQL_1.csv,18.244882106781006
1,20,SFQL_3.csv,19.03610324859619
2,20,SFQL_5.csv,31.10850501060486
3,21,SFQL_1.csv,147.18977403640747
4,21,SFQL_3.csv,85.99323558807373
5,21,SFQL_5.csv,91.0863664150238
6,22,SFQL_1.csv,19.916861057281494
7,22,SFQL_3.csv,25.67121958732605
8,22,SFQL_5.csv,20.521764278411865
9,23,SFQL_1.csv,48.47929668426514
10,23,SFQL_3.csv,88.39249181747437
11,23,SFQL_5.csv,125.82214426994324
12,24,SFQL_1.csv,12.208817720413208
13,24,SFQL_3.csv,16.050050735473633
14,24,SFQL_5.csv,13.301593542098999
15,25,SFQL_1.csv,36.01355504989624
16,25,SFQL_3.csv,49.755765199661255
17,25,SFQL_5.csv,59.111663579940796
18,26,SFQL_1.csv,49.239569902420044
19,26,SFQL_3.csv,77.22615480422974
20,26,SFQL_5.csv,79.56081748008728
21,27,SFQL_1.csv,14.822068929672241
22,27,SFQL_3.csv,17.33789825439453
23,27,SFQL_5.csv,16.520662307739258
24,28,SFQL_1.csv,52.022867918014526
25,28,SFQL_3.csv,46.172038316726685
26,28,SFQL_5.csv,37.79889225959778
27,29,SFQL_1.csv,48.092313289642334
28,29,SFQL_3.csv,44.25962042808533
29,29,SFQL_5.csv,73.53284811973572
