,Run,Domain info,QL
0,10,SFQL_1.csv,143.84353470802307
1,10,SFQL_3.csv,131.33513927459717
2,10,SFQL_5.csv,116.27337789535522
3,11,SFQL_1.csv,11.227063417434692
4,11,SFQL_3.csv,9.838192224502563
5,11,SFQL_5.csv,17.463008165359497
6,12,SFQL_1.csv,12.53297758102417
7,12,SFQL_3.csv,9.584591388702393
8,12,SFQL_5.csv,14.583999633789062
9,13,SFQL_1.csv,138.52401328086853
10,13,SFQL_3.csv,169.5619580745697
11,13,SFQL_5.csv,60.04354429244995
12,14,SFQL_1.csv,223.7021734714508
13,14,SFQL_3.csv,86.43237471580505
14,14,SFQL_5.csv,79.1681604385376
15,15,SFQL_1.csv,16.865047931671143
16,15,SFQL_3.csv,19.077659845352173
17,15,SFQL_5.csv,22.37609338760376
18,16,SFQL_1.csv,23.22967267036438
19,16,SFQL_3.csv,14.023611783981323
20,16,SFQL_5.csv,11.753642082214355
21,17,SFQL_1.csv,68.14184188842773
22,17,SFQL_3.csv,14.791423320770264
23,17,SFQL_5.csv,48.50530219078064
24,18,SFQL_1.csv,11.318298578262329
25,18,SFQL_3.csv,5.501247406005859
26,18,SFQL_5.csv,10.464749813079834
27,19,SFQL_1.csv,43.47951602935791
28,19,SFQL_3.csv,48.75506401062012
29,19,SFQL_5.csv,36.66839027404785
