,Run,Domain info,QL
0,0,SFQL_1.csv,38.785269021987915
1,0,SFQL_3.csv,78.04357028007507
2,0,SFQL_5.csv,49.328951597213745
3,1,SFQL_1.csv,553.8682091236115
4,1,SFQL_3.csv,423.90269207954407
5,1,SFQL_5.csv,363.1122217178345
6,2,SFQL_1.csv,8.372438192367554
7,2,SFQL_3.csv,7.941680908203125
8,2,SFQL_5.csv,5.5009355545043945
9,3,SFQL_1.csv,5.894272089004517
10,3,SFQL_3.csv,5.14067006111145
11,3,SFQL_5.csv,7.548968076705933
12,4,SFQL_1.csv,53.416232109069824
13,4,SFQL_3.csv,58.91722536087036
14,4,SFQL_5.csv,46.8170120716095
15,5,SFQL_1.csv,281.09389996528625
16,5,SFQL_3.csv,272.7523922920227
17,5,SFQL_5.csv,275.84697461128235
18,6,SFQL_1.csv,5.330416917800903
19,6,SFQL_3.csv,9.049805164337158
20,6,SFQL_5.csv,6.23536491394043
21,7,SFQL_1.csv,33.13946580886841
22,7,SFQL_3.csv,54.58832764625549
23,7,SFQL_5.csv,60.02767276763916
24,8,SFQL_1.csv,5.236507177352905
25,8,SFQL_3.csv,6.1106836795806885
26,8,SFQL_5.csv,7.796131610870361
27,9,SFQL_1.csv,5.876145124435425
28,9,SFQL_3.csv,7.051250696182251
29,9,SFQL_5.csv,7.267341136932373
