,Run,Domain info,QL
0,0,QL_1.csv,8.530795335769653
1,0,QL_5.csv,10.73728084564209
2,0,QL_9.csv,13.654420614242554
3,1,QL_1.csv,11.940816879272461
4,1,QL_5.csv,22.57777452468872
5,1,QL_9.csv,18.086956024169922
6,2,QL_1.csv,9.269269943237305
7,2,QL_5.csv,13.960999250411987
8,2,QL_9.csv,14.340200185775757
9,3,QL_1.csv,12.555613994598389
10,3,QL_5.csv,14.771603107452393
11,3,QL_9.csv,15.904948949813843
12,4,QL_1.csv,19.262259483337402
13,4,QL_5.csv,24.60690426826477
14,4,QL_9.csv,28.215467929840088
15,5,QL_1.csv,17.02511763572693
16,5,QL_5.csv,27.484983921051025
17,5,QL_9.csv,30.264612197875977
18,6,QL_1.csv,8.667131423950195
19,6,QL_5.csv,16.464298009872437
20,6,QL_9.csv,18.539551258087158
21,7,QL_1.csv,8.729069232940674
22,7,QL_5.csv,9.72818922996521
23,7,QL_9.csv,9.90678358078003
24,8,QL_1.csv,8.825610637664795
25,8,QL_5.csv,14.500847101211548
26,8,QL_9.csv,12.335010766983032
27,9,QL_1.csv,10.75214171409607
28,9,QL_5.csv,8.003833055496216
29,9,QL_9.csv,19.071267127990723
