,Run,Domain info,QL
0,20,SFQL_1.csv,151.2369749546051
1,20,SFQL_5.csv,154.95159530639648
2,20,SFQL_9.csv,130.4137990474701
3,21,SFQL_1.csv,125.60392475128174
4,21,SFQL_5.csv,151.51005244255066
5,21,SFQL_9.csv,64.10964369773865
6,22,SFQL_1.csv,56.394837856292725
7,22,SFQL_5.csv,34.10413074493408
8,22,SFQL_9.csv,45.78000044822693
9,23,SFQL_1.csv,7.890228509902954
10,23,SFQL_5.csv,7.5136590003967285
11,23,SFQL_9.csv,14.44705867767334
12,24,SFQL_1.csv,8.074404239654541
13,24,SFQL_5.csv,23.03347134590149
14,24,SFQL_9.csv,13.75174069404602
15,25,SFQL_1.csv,75.35670185089111
16,25,SFQL_5.csv,46.53968644142151
17,25,SFQL_9.csv,60.75074887275696
18,26,SFQL_1.csv,20.097700834274292
19,26,SFQL_5.csv,30.072754859924316
20,26,SFQL_9.csv,35.32409596443176
21,27,SFQL_1.csv,12.644097328186035
22,27,SFQL_5.csv,20.41110634803772
23,27,SFQL_9.csv,20.201341152191162
24,28,SFQL_1.csv,10.005534887313843
25,28,SFQL_5.csv,10.98311448097229
26,28,SFQL_9.csv,15.261510133743286
27,29,SFQL_1.csv,26.542264699935913
28,29,SFQL_5.csv,34.892396450042725
29,29,SFQL_9.csv,31.28498339653015
