,Run,Domain info,QL
0,20,QL_1.csv,13.81364893913269
1,20,QL_5.csv,13.412798881530762
2,20,QL_9.csv,23.635127305984497
3,21,QL_1.csv,14.594063758850098
4,21,QL_5.csv,18.467591524124146
5,21,QL_9.csv,26.912887573242188
6,22,QL_1.csv,19.022534132003784
7,22,QL_5.csv,21.19036889076233
8,22,QL_9.csv,20.1886990070343
9,23,QL_1.csv,5.719998121261597
10,23,QL_5.csv,4.907670974731445
11,23,QL_9.csv,8.734342575073242
12,24,QL_1.csv,4.775623559951782
13,24,QL_5.csv,7.563703775405884
14,24,QL_9.csv,10.457031965255737
15,25,QL_1.csv,15.03213620185852
16,25,QL_5.csv,18.49857258796692
17,25,QL_9.csv,26.787633895874023
18,26,QL_1.csv,18.47905158996582
19,26,QL_5.csv,23.79203224182129
20,26,QL_9.csv,28.447839736938477
21,27,QL_1.csv,15.186073064804077
22,27,QL_5.csv,24.061713695526123
23,27,QL_9.csv,23.827064037322998
24,28,QL_1.csv,37.82301306724548
25,28,QL_5.csv,35.793352127075195
26,28,QL_9.csv,47.38765478134155
27,29,QL_1.csv,19.703711986541748
28,29,QL_5.csv,26.750882863998413
29,29,QL_9.csv,28.47691059112549
