,Run,Domain info,QL
0,0,SFQL_1.csv,20.211212873458862
1,0,SFQL_5.csv,23.72876286506653
2,0,SFQL_9.csv,28.676629543304443
3,1,SFQL_1.csv,20.741642236709595
4,1,SFQL_5.csv,24.910926818847656
5,1,SFQL_9.csv,30.910170316696167
6,2,SFQL_1.csv,15.372761487960815
7,2,SFQL_5.csv,14.852122068405151
8,2,SFQL_9.csv,38.127042055130005
9,3,SFQL_1.csv,29.482848167419434
10,3,SFQL_5.csv,42.93182563781738
11,3,SFQL_9.csv,62.49208974838257
12,4,SFQL_1.csv,60.467716455459595
13,4,SFQL_5.csv,83.65573072433472
14,4,SFQL_9.csv,109.83499479293823
15,5,SFQL_1.csv,186.3181266784668
16,5,SFQL_5.csv,105.71140217781067
17,5,SFQL_9.csv,43.33482813835144
18,6,SFQL_1.csv,89.65393090248108
19,6,SFQL_5.csv,22.61655592918396
20,6,SFQL_9.csv,32.23135042190552
21,7,SFQL_1.csv,68.90846085548401
22,7,SFQL_5.csv,63.831727743148804
23,7,SFQL_9.csv,60.86805057525635
24,8,SFQL_1.csv,165.17121577262878
25,8,SFQL_5.csv,157.48209190368652
26,8,SFQL_9.csv,155.89617371559143
27,9,SFQL_1.csv,6.290273666381836
28,9,SFQL_5.csv,6.461995601654053
29,9,SFQL_9.csv,12.246341943740845
