,Run,Domain info,QL
0,10,SFQL_1.csv,9.30869197845459
1,10,SFQL_5.csv,12.114689111709595
2,10,SFQL_9.csv,25.11370611190796
3,11,SFQL_1.csv,13.24113392829895
4,11,SFQL_5.csv,23.571911096572876
5,11,SFQL_9.csv,16.722618103027344
6,12,SFQL_1.csv,77.92358541488647
7,12,SFQL_5.csv,38.526313066482544
8,12,SFQL_9.csv,57.74484443664551
9,13,SFQL_1.csv,101.4354739189148
10,13,SFQL_5.csv,288.7403814792633
11,13,SFQL_9.csv,181.0971462726593
12,14,SFQL_1.csv,12.813246011734009
13,14,SFQL_5.csv,22.4043128490448
14,14,SFQL_9.csv,15.50790023803711
15,15,SFQL_1.csv,65.0461745262146
16,15,SFQL_5.csv,144.08283829689026
17,15,SFQL_9.csv,67.49684882164001
18,16,SFQL_1.csv,15.86226487159729
19,16,SFQL_5.csv,16.48563551902771
20,16,SFQL_9.csv,21.456727981567383
21,17,SFQL_1.csv,10.392601251602173
22,17,SFQL_5.csv,24.56160831451416
23,17,SFQL_9.csv,16.487565517425537
24,18,SFQL_1.csv,69.8814172744751
25,18,SFQL_5.csv,45.87019729614258
26,18,SFQL_9.csv,55.761741161346436
27,19,SFQL_1.csv,85.6836724281311
28,19,SFQL_5.csv,71.26413345336914
29,19,SFQL_9.csv,75.24725914001465
