,Run,Domain info,QL
0,10,QL_1.csv,25.630252838134766
1,10,QL_5.csv,16.308507919311523
2,10,QL_9.csv,27.55192255973816
3,11,QL_1.csv,4.286503314971924
4,11,QL_5.csv,8.80821704864502
5,11,QL_9.csv,10.297941207885742
6,12,QL_1.csv,17.9029598236084
7,12,QL_5.csv,20.07001543045044
8,12,QL_9.csv,20.207400798797607
9,13,QL_1.csv,14.158795833587646
10,13,QL_5.csv,18.28963017463684
11,13,QL_9.csv,20.50160789489746
12,14,QL_1.csv,5.4736316204071045
13,14,QL_5.csv,10.59067177772522
14,14,QL_9.csv,5.749481916427612
15,15,QL_1.csv,11.748788118362427
16,15,QL_5.csv,20.041449785232544
17,15,QL_9.csv,16.244200468063354
18,16,QL_1.csv,23.190027236938477
19,16,QL_5.csv,24.321637392044067
20,16,QL_9.csv,32.05294442176819
21,17,QL_1.csv,24.331732034683228
22,17,QL_5.csv,24.68702268600464
23,17,QL_9.csv,27.033827304840088
24,18,QL_1.csv,31.896806716918945
25,18,QL_5.csv,23.99818229675293
26,18,QL_9.csv,26.95850682258606
27,19,QL_1.csv,28.57885503768921
28,19,QL_5.csv,27.00355577468872
29,19,QL_9.csv,35.9308967590332
